ACCE_ABSORB_COST	Cena kombinování: %d
STAT_TOOLTIP_DODGE_PER	Šance vyhnout se šípùm
STAT_TOOLTIP_EXP	BZK
STAT_TOOLTIP_HP	ZB
STAT_TOOLTIP_IMG_CON	VIT: Zvyšuje ZB a obranu
STAT_TOOLTIP_IMG_DEX	POH: Zvyšuje útok a vyhıbání
STAT_TOOLTIP_IMG_INT	INT: Zvyšuje MB, útok magií a obranu
STAT_TOOLTIP_IMG_STR	SIL: Zvyšuje hodnotu útoku a poškození
STAT_TOOLTIP_INT	Zvyšuje MB, útok magií a obranu
STAT_TOOLTIP_LEVEL	Úroveò
STAT_TOOLTIP_MAG_ATT	Hodnota útoku magií
STAT_TOOLTIP_MAG_DEF	Magická obrana
STAT_TOOLTIP_MOVE_SPEED	Rychlost pohybu
STAT_TOOLTIP_PASSIVE	Bonus relikvie
STAT_TOOLTIP_POINT	Body
STAT_TOOLTIP_REACTION	Reakce
STAT_TOOLTIP_SHP	Budeš mít menší odpoèet z maximálních ZB na Yohaøe.
STAT_TOOLTIP_SIMMUNE	Budeš mít menší odpoèet z odolnosti na zmìnu stavù na Yohaøe.
STAT_TOOLTIP_SMOVE	Budeš mít menší odpoèet z maximální rychlosti pohybu na Yohaøe.
STAT_TOOLTIP_SP	MB
STAT_TOOLTIP_SPECIAL_ACTION	Speciální akce
STAT_TOOLTIP_SSTR	Budeš mít menší poškození z útokù na Yohaøe.
STAT_TOOLTIP_STAT	Hodnoty
STAT_TOOLTIP_STR	Hodnota útoku a poškození se zlepší
STAT_TOOLTIP_SUNGMA_HP	Zmìní ZB v závislosti na Vùli Sung Ma (VIT) nepøátel a mapy
STAT_TOOLTIP_SUNGMA_IMMUNE	Zmìní náchylnost ke stavovım efektùm v závislosti na Vùli Sung Ma (INT) nepøátel a na mapì
STAT_TOOLTIP_SUNGMA_MOVE	Zmìní rychlost pohybu v závislosti na Vùli Sung Ma (ODO) nepøátel a na mapì
STAT_TOOLTIP_SUNGMA_STR	Zmìní útok v závislosti na Vùli Sung Ma (SIL) nepøátel a mapy
STAT_TOOLTIP_SUPPORT_SKILL	Sekundární schopnosti
STAT_TOOLTIP_TAB_CHARACTER	Postava
STAT_TOOLTIP_TAB_EMOTICON	Emoce
STAT_TOOLTIP_TAB_QUEST	Úkoly
STAT_TOOLTIP_TAB_SKILL	Schopnosti
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_0	Tuto trofej lze získat z Invazního portálu Sung Ma v oblasti Yongan.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_1	Tuto trofej lze získat z Invazního portálu Sung Ma v oblasti Joan.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_2	Tuto trofej lze získat z Invazního portálu Sung Ma v oblasti Pyungmoo.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_3	Tuto trofej lze získat z Invazního portálu Sung Ma v oblasti Údolí Seungryong.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_4	Tuto trofej lze získat z Invazního portálu Sung Ma v oblasti Pouš Yongbi.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_5	Tuto trofej lze získat z Invazního portálu Sung Ma v oblasti Ohnivá zemì.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_6	Tuto trofej lze získat z Invazního portálu Sung Ma v oblasti Hora Sohan.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_7	Tuto trofej lze získat z Invazního portálu Sung Ma v oblasti Ïáblova katakomba.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_8	Tuto trofej lze získat z Invazního portálu Sung Ma v oblasti Zakletı les.
SUNGMAHEE_GATE_ALREADY_OPEN	[Invazní portál Sung Ma] Portál Sung Ma byl otevøen. Buï rychlı a vstup! (zbıvá: %s)
SUNGMAHEE_GATE_ALREADY_OPEN_1M	[Invazní portál Sung Ma] Invazní portál Sung Ma byl otevøen. Buï rychlı a zniè ho! (Zbıvá ménì ne 1 minuta)
SUNGMAHEE_GATE_MAP_ELEMENT_DARK	Temnota
SUNGMAHEE_GATE_MAP_ELEMENT_EARTH	Zemì
SUNGMAHEE_GATE_MAP_ELEMENT_ELECT	Blesk
SUNGMAHEE_GATE_MAP_ELEMENT_FIRE	Oheò
SUNGMAHEE_GATE_MAP_ELEMENT_ICE	Led
SUNGMAHEE_GATE_MAP_ELEMENT_NONE	ádnı
SUNGMAHEE_GATE_MAP_ELEMENT_WIND	Vítr
SUNGMAHEE_GATE_MESSAGE_CANNOT_OPEN_ACHIEV_CONQUEROR_LEVEL	Pro vstup musíš dosáhnout úroveò šampióna.
SUNGMAHEE_GATE_MESSAGE_CANNOT_OPEN_ACHIEV_IN_BATTLE_ROYALE	Toto zde nemùeš otevøít.
SUNGMAHEE_GATE_MESSAGE_DUNGEON_ELEMENT_INFO	Dominantní element v oblasti: %s
SUNGMAHEE_GATE_MESSAGE_NOTICE_BEFORE_OPEN_1	Invazní portál Sung Ma se brzy otevøe v Planinách Dong Gwang.
SUNGMAHEE_GATE_MESSAGE_NOTICE_BEFORE_OPEN_2	Pouij velkou mapu pro zobrazení monıch lokací pro kadé království.
SUNGMAHEE_GATE_MESSAGE_NOTICE_DUNGEON_END_TIME	Èas vypršel! Budeš teleportován pryè.
SUNGMAHEE_GATE_MESSAGE_NOTICE_DUNGEON_REMAIN_TIME	Invazní portál Sung Ma se uzavøe na %d minut.
SUNGMAHEE_GATE_MESSAGE_NOTICE_END	Všechny Invazní portály Sung Ma se uzavírají.
SUNGMAHEE_GATE_MESSAGE_NOTICE_ENTRY_CLOSE	Invazní portál Sung Ma byl uzavøen.
SUNGMAHEE_GATE_MESSAGE_NOTICE_ENTRY_OPEN	Invazní portál Sung Ma byl otevøen a lze do nìj vstoupit. Zùstane otevøen do %d:%d.
SUNGMAHEE_GATE_MESSAGE_REGION_ACHIEVED_SUCCESS	Získal jsi trofej z %s!
SUNGMAHEE_GATE_REMAIN_TIME_TO_OPEN	[Invazní portál Sung Ma] Invazní portál Sung Ma se otevøe\nza %s minut.
SUNGMAHEE_GATE_REMAIN_TIME_TO_OPEN_1M	[Invazní portál Sung Ma] Invazní portál Sung Ma se otevøe\nza ménì ne 1 minutu.
SUNGMAHEE_TOWER_ENTER_FAIL_FLOOR	Nejprve musíš dokonèit pøedchozí úroveò.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_MOUNT	Nemùeš vstoupit, kdy jedeš!
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_CONQUEROR_LEVEL	Pro vstup musíš dosáhnout úroveò šampióna.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_ITEM	Pro vstup potøebuješ Vlajku s lebkou.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_PARTY	Do Vìe Sung Mahi nemùeš vstoupit ve skupinì.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_POLYMORPH	Nemùeš vstoupit, kdy jsi v promìnì!
SUNGMAHEE_TOWER_FLOOR_TEXT	Úroveò {0}
SUNGMAHEE_TOWER_MY_RANK_TEXT	Umístìní {0}
SYMBOLLIST_TITLE	Nahlásit prapor cechu
TARGET_BUTTON_ACCEPT_FIGHT	Souhlasit
TARGET_BUTTON_AVENGE	Pomsta
TARGET_BUTTON_BLOCK	Blokovat
TARGET_BUTTON_BLOCK_REMOVE	Odblokovat
TARGET_BUTTON_BUILDING_DESTROY	Znièit
TARGET_BUTTON_DISMOUNT	Sesednout
TARGET_BUTTON_EMOTION_ALLOW	Emoce
TARGET_BUTTON_EXCHANGE	Obchodování
TARGET_BUTTON_EXCLUDE	Vylouèit
TARGET_BUTTON_EXIT_OBSERVER	Ukonèit diváckı modus
TARGET_BUTTON_FIGHT	Souboj
TARGET_BUTTON_FRIEND	Pøítel
TARGET_BUTTON_INVITE_GUILD	Pozvánka od cechu
TARGET_BUTTON_INVITE_PARTY	Pozvánka od skupiny
TARGET_BUTTON_LEAVE_PARTY	Opustit skupinu
TARGET_BUTTON_REQUEST_ENTER_PARTY	Pøistoupit ke skupinì
TARGET_BUTTON_REVIVE	Oivit
TARGET_BUTTON_VIEW_EQUIPMENT	Vızbroj
TARGET_BUTTON_WHISPER	Šeptat
TARGET_LEVEL_BOSS	Boss
TARGET_LEVEL_KING	Stupeò 5.
TARGET_LEVEL_KNIGHT	Stupeò 3.
TARGET_LEVEL_PAWN	Stupeò 1.
TARGET_LEVEL_S_KNIGHT	Stupeò 4.
TARGET_LEVEL_S_PAWN	Stupeò 2.
TARGET_TOOLTIP_ATTACK_COUNT	Celkové zásahy: %d
TASKBAR_ATTACK	Zaútoèit
TASKBAR_AUTO	Útoèit automaticky
TASKBAR_CAMERA	Kamera
TASKBAR_EXP	Zkušenost
TASKBAR_HP	ZB
TASKBAR_MOVE	Pohybovat
TASKBAR_SKILL	Schopnost
TASKBAR_SP	MB
TASKBAR_ST	VB
TENTH_COIN	Vıroèní mince
TENTH_EVENT_ASK_EXCHANGE	Potøebuješ %d Vıroèních vlajek. Pøeješ si pokraèovat?
THING_COUNT	všichni
TIGER_COIN_ITEM_USE_QUESTION	Smìníš poukázku za Tygøí mince. Pøeješ si pokraèovat?
TOOLTIP_AFFECT_ATT_GRADE_DOWN	Sníit poškození	SNA
TOOLTIP_AFFECT_CHEONUN	Jiná dimenze	SNA
TOOLTIP_AFFECT_CONFUSION	Byl jsi omráèen.
TOOLTIP_AFFECT_CRITICAL_GRADE_DOWN	Sníit šanci na kritickı zásah	SNA
TOOLTIP_AFFECT_CZ_UNLIMIT_ENTER	Známka Stráce	SNA
TOOLTIP_AFFECT_DEFENSEWAVE_LASER	Vodní paprsek se nepodaøilo zastavit.
TOOLTIP_AFFECT_DEF_GRADE_DOWN	Sníit obranu	SNA
TOOLTIP_AFFECT_ELECTRIC_SHOCK	Blesk
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK	Typ bonusu poškození: %s
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_DARK	Síla temnoty
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_EARTH	Síla Zemì
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_ELECT	Síla blesku
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_FIRE	Síla ohnì
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_ICE	Síla ledu
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_NONE	ádnı
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_WIND	Síla vìtru
TOOLTIP_AFFECT_FISHING_GOLD_TUNA	Bonus Zlatého tuòáka	SNA
TOOLTIP_AFFECT_FISHING_MOVE_SPEED_DOWN	Mokré šaty\n Rychlost pohybu -50	SNA
TOOLTIP_AFFECT_FLAG_CANNOT_ATTACK	Normální útoky jsou uzamèeny
TOOLTIP_AFFECT_FLAG_CANNOT_USE_SKILL	Schopnosti jsou uzamèeny
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION	Posílení od Kvìtiny síly
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_ANIMAL	Posílení Kvìtiny síly: Silnı proti zvíøatùm: +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_DARK	Posílení Kvìtiny síly: Silnı proti temnotì: +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_EARTH	Posílení Kvìtiny síly: Silnı proti Zemi: +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_ELECT	Posílení Kvìtiny síly: Silnı proti blesku: +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_FIRE	Posílení Kvìtiny síly: Silnı proti ohni: +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_ICE	Posílení Kvìtiny síly: Silnı proti ledu: +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_WIND	Posílení Kvìtiny síly: Silnı proti vìtru: +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_GALE	Posílení Kvìtiny bouøe: Rychlost pohybu +%d	SA
TOOLTIP_AFFECT_GARRISON_BUFF	Imunita na pøítomnost Sung Mahi	SNA
TOOLTIP_AFFECT_GARRISON_DEBUFF	Pøítomnost Sung Mahi	SNA
TOOLTIP_AFFECT_ICECREAM	Kornout na zmrzlinu:\nRychlost pohybu +10,\nPoškození +5 %\nBZK +10 %.	SNA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_BUFF	Duše (%d/20)	SA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_PRIMIUM_BUFF	Vzácné duše (%d/150)	SA
TOOLTIP_AFFECT_LOOTING_SYSTEM	Pas koøisti	SNA
TOOLTIP_AFFECT_MERCENARY_MAX_ACTIVE_INCREASE	Zvıší maximální vytrvalost o +%d.	SA
TOOLTIP_AFFECT_MI_BUFF	Okupaèní bonus \n%s
TOOLTIP_AFFECT_MOUNT_FALL	Pád z jezdeckého zvíøete	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_ATTACK_SPEED	Zuøivá bouøe	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_EFFECT_UP	Zesiluje jezdeckı efekt	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_EXP	BZK	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_GYEONGGONG	Našlapování polehouèku	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_HIT_PCT	Pøesnost	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_INVINCIBILITY	Nesmrtelnost	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_ASSASIN	Silnı proti ninjùm
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_SHAMAN	Silnı proti šamanùm
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_SURA	Silnı proti Surùm
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_WARRIOR	Silnı proti váleèníkùm
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_WOLF	Silnı proti Lycanùm
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_KNOCKBACK	ádné Zpìtné odraení	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_NIMBLE	Rychlá kopyta	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_ANIMAL	Silnı proti zvíøatùm
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_CZ	Silnı proti pøíšerám Zvìrokruhu
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_DESSERT	Silnı proti pouštním pøíšerám
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_DEVIL	Silnı proti ïáblu
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_HUMAN	Silnı proti pololidem
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_INSECT	Silnı proti broukùm
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_MILGYO	Silnı proti ezoterikùm
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_MONSTER	Silnı proti všem pøíšerám
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_UNDEAD	Silnı proti nemrtvım
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_WONGGUI	Silnı proti Orkùm
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_SUNGMA_HP	Vùle Sung Ma (VIT)	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_SUNGMA_IMMUNE	Vùle Sung Ma (INT)	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_SUNGMA_MOVE	Vùle Sung Ma (ODO)	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_SUNGMA_STR	Vùle Sung Ma (SIL)	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_TO_STRONG	Jezdecké umìní	SNA
TOOLTIP_AFFECT_OTHER_WORLD_DEAD_SOUL	Asmodeovo maximální ZB byly zredukovány o %d%%.	SA
TOOLTIP_AFFECT_OTHER_WORLD_GOBLIN_PROTECTION	Asmodeova Kletba prokletí na tebe nemá efekt.	SNA
TOOLTIP_AFFECT_OTHER_WORLD_YEOMWANG_CURSE	Poškození pøíšer je redukováno o 30 %.	SNA
TOOLTIP_AFFECT_PASWAE	Sniuje obranu a rychlost pohybu na 5 vteøin.
TOOLTIP_AFFECT_POLYMORPH	Transformovat	SNA
TOOLTIP_AFFECT_PREMIUM_PRIVATE_SHOP	Osobní prémiovı obchod	SNA
TOOLTIP_AFFECT_RCAST_SPEED	Zvıšit èas obnovení	SNA
TOOLTIP_AFFECT_RED_DRAGONLAIR_BUFF	Odolnost proti poškození schopností +15 % | Odolnost proti poškození normálním útokem +15 % |	SNA
TOOLTIP_AFFECT_RESEARCHER_ELIXIR	Vızkumníkùv elixír	SNA
TOOLTIP_AFFECT_RHP_REGEN	Nelze regenerovat	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_01	Skladištní bonus\n+3 % BZK	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_02	Skladištní bonus\n+20 obrana	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_03	Skladištní bonus\n+1 % ZB	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_04	Skladištní bonus\n+3 % síly proti monstrùm	SNA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_A	Pokud úspìšnì dokonèíš Hadí chrám nebo Hlubiny Northwind, získáš další pokladnici.	SNA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_B	Pokud úspìšnì dokonèíš Jotun Thrym nebo Chrám Zvìrokruhu, získáš další pokladnici.	SNA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_C	Pokud porazíš Azraela nebo Beran-Setaou, získáš další pokladnici.	SNA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_POINT_A	Chrám Enigmy (bonus A): %d	SA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_POINT_B	Chrám Enigmy (bonus B): %d	SA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_POINT_C	Chrám Enigmy (bonus C): %d	SA
TOOLTIP_AFFECT_SET_ITEM_1	Svatá bonusová sada	SNA
TOOLTIP_AFFECT_SET_ITEM_2	Slavná bonusová sada	SNA
TOOLTIP_AFFECT_SET_ITEM_3	Rytíøská bonusová sada	SNA
TOOLTIP_AFFECT_SET_ITEM_4	Královská bonusová sada	SNA
TOOLTIP_AFFECT_SET_ITEM_5	Majestátní bonusová sada	SNA
TOOLTIP_AFFECT_SHACKLE	Okov
TOOLTIP_AFFECT_SUNGMAHEE_TOWER_CURSE	Kletba Sung Mahi (stohováno %dx ) Tvé ZB se sníí o 10%% kadé úrovnì kadıch 10 vteøin. Lze stohovat a 10x.	SA
TOOLTIP_AFFECT_SUNGMA_ALL	Zvıší všechny hodnoty Vùle Sung Ma o 10 %.	SNA
TOOLTIP_AFFECT_SUNGMA_DESC	Vùle Sung Mahi prostupuje celım místem.
TOOLTIP_AFFECT_SUNGMA_HP	Vùle Sung Ma (VIT): %d
TOOLTIP_AFFECT_SUNGMA_HP_BUFF	Zvıší tvou Vùli Sung Ma (VIT) o +%d.	SA
TOOLTIP_AFFECT_SUNGMA_IMMUNE	Vùle Sung Ma (INT): %d
TOOLTIP_AFFECT_SUNGMA_IMMUNE_BUFF	Zvıší tvou Vùli Sung Ma (INT) o +%d.	SA
TOOLTIP_AFFECT_SUNGMA_MOVE	Vùle Sung Ma (ODO): %d
TOOLTIP_AFFECT_SUNGMA_MOVE_BUFF	Zvıší tvou Vùli Sung Ma (ODO) o +%d.	SA
TOOLTIP_AFFECT_SUNGMA_MOVE_DEBUFF	-20 Vùle Sung Ma (ODO)	SNA
TOOLTIP_AFFECT_SUNGMA_STR	Vùle Sung Ma (SIL): %d
TOOLTIP_AFFECT_SUNGMA_STR_BUFF	Zvıší tvou Vùli Sung Ma (SIL) o +%d.	SA
TOOLTIP_AFFECT_SUNGMA_STR_DEBUFF	-20 Vùle Sung Ma (SIL)	SNA
TOOLTIP_AFFECT_WORLD_BOSS_DAILY_REWARD	Svìtovı boss - denní úkol - bonus\n hodnota útoku +%d%%	SA
TOOLTIP_AFFECT_WORLD_BOSS_REWARD	Svìtovı boss - hodnost - bonus\n padání pøedmìtù +%d	SA
TOOLTIP_ALIGNMENT_DAMAGE_BONUS	Pøi niších bodech hodnocení se sniuje poškození.	SNA
TOOLTIP_ANTI_CRITICAL_PCT	Odolnost proti kritickım zásahùm +%d%%	SA
TOOLTIP_ANTI_PENETRATE_PCT	Odolnost proti pronikavım zásahùm +%d%%	SA
TOOLTIP_ANTI_SELL	Nemùe se prodávat v obchodì.
TOOLTIP_APPLY_ACCEDRAIN_RATE	Absorpèní pomìr: %d%%	SA
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Silnı proti zvíøatùm +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Silnı proti ninjùm +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BELL	Proraení obrany zvonem +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOW	Proraení obrany šípem +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CLAW	Proraení obrany drápem +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CZ	Síla proti pøíšerám Zvìrokruhu +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DAGGER	Proraení obrany dıkou +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Síla proti pouštním pøíšerám +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	Silnı proti ïáblu +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FAN	Proraení obrany vìjíøem +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	Silnı proti pololidem +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Síla proti broukùm +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	Silnı proti ezoterikùm +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	Silnı proti pøíšerám +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Silnı proti Orkùm +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Silnı proti šamanùm +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Silnı proti surùm +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SWORD	Proraení obrany meèem +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_TWOHAND	Proraení obrany obouruèním meèem +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Silnı proti nemrtvım +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Silnı proti váleèníkùm +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Silnı proti Lycanùm + %d%%	SA
TOOLTIP_APPLY_BLEEDING_PCT	Krvácivı útok + %d%%	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	Odolnost proti krvácení: %d%%	SA
TOOLTIP_APPLY_BLOCK	Šance odvrátit tìlesnı útok %d%%	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	Kadıch 5 sek. obnovit MB v boji %d	SA
TOOLTIP_APPLY_CRITICAL_PCT	+%d%% šance na kritickı zásah	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	%d%% šance dostat pøi zásahu MB nazpìt	SA
TOOLTIP_APPLY_DODGE	%d%% šance vyhnout se šípùm	SA
TOOLTIP_APPLY_ENCHANT_DARK	Síla temnoty +%d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK2	Síla temnoty +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_EARTH	Síla Zemì +%d%%	SA
TOOLTIP_APPLY_ENCHANT_EARTH2	Síla Zemì +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ELECT	Síle blesku +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ELECT2	Síla blesku +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_FIRE	Síla ohnì +%d%%	SA
TOOLTIP_APPLY_ENCHANT_FIRE2	Síla ohnì +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ICE	Síla ledu +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE2	Síla ledu +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_WIND	Síla vìtru +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND2	Síla vìtru +%d%% - +%d%%
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	%d%% šance na bonus BZK	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	%d%% šance pustit dvojnásobek Yangù	SA
TOOLTIP_APPLY_IMMUNE_BLEEDING100	Imunní proti krvácení	SNA
TOOLTIP_APPLY_IMMUNE_FALL	Imunní proti pádùm	SNA
TOOLTIP_APPLY_IMMUNE_POISON100	Imunní proti otravì	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	Ochrana proti zpomalení	SNA
TOOLTIP_APPLY_IMMUNE_STUN	Ochrana proti bezvìdomí	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	%d%% šance, nechat dvojnásobnì spadnout pøedmìty	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	%d%% šance obnovit ZB	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	%d%% šance obnovit MB	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%% šance pøevzít soupeøovy MB	SA
TOOLTIP_APPLY_MAX_HP_PCT	Max. ZB +%d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	Max. MB +%d%%	SA
TOOLTIP_APPLY_MONSTER_DEFEND_BONUS	Ochrana pøed útoky pøíšer %d	SA
TOOLTIP_APPLY_NOAFFECT	ádné následky
TOOLTIP_APPLY_NO_DEATH_PENALTY	Neztratíš ádné zkušenostní body, pokud bude tvá postava oivena na místì, kde zemøela.	SNA
TOOLTIP_APPLY_NO_DEATH_PENALTY_PLUS	Draèí bùh tì bere pod svá ochraòující køídla. Pokud jsi oiven na palubì, neztrácíš ádné body zkušeností.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	+%d%% šance na pronikavı zásah	SA
TOOLTIP_APPLY_POISON_PCT	Šance na otrávení: %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Odolnost vùèi jedu %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	Lektvar %d%% nárùst efektu	SA
TOOLTIP_APPLY_REFLECT_CURSE	%d%% šance odrazit kletbu	SA
TOOLTIP_APPLY_REFLECT_MELEE	%d%% šance odrazit pøímı tìlesnı útok	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	Šance na obranu proti útokùm ninjù %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	Obrana proti zvonùm %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	Obrana drápem +%d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Obrana proti dıkám %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Obrana proti vìjíøùm %d%%	SA
TOOLTIP_APPLY_RESIST_HUMAN	Odolnost proti pololidem %d%%	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	Odolnost proti pádu +%d%%	SA
